animeID,name,type,source,episodes,duration,genre,rating,score,scored_by,rank,popularity,members,favorites
11433,Ano Natsu de Matteru,TV,Original,12,0:23:00,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life']",PG-13 - Teens 13 or older,7.62,116040,1304,351,236124,1663
11763,Sekai de Ichiban Tsuyoku Naritai!,TV,Manga,12,0:23:00,"['Action', 'Ecchi', 'Sports']",R+ - Mild Nudity,5.92,10850,7931,2116,34688,59
12403,Yuru Yuri♪♪,TV,Manga,12,0:23:00,"['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",PG-13 - Teens 13 or older,7.91,68366,693,816,118559,804
12445,Tasogare Otome x Amnesia,TV,Manga,12,0:23:00,"['Horror', 'Mystery', 'Romance', 'School', 'Shounen', 'Supernatural']",R - 17+ (violence & profanity),7.93,118848,663,336,244386,3313
12883,Tsuritama,TV,Original,12,0:23:00,"['Comedy', 'Sci-Fi', 'Slice of Life', 'Sports']",PG-13 - Teens 13 or older,7.78,43990,944,834,116067,2074
13115,Hakuouki Reimeiroku,TV,Visual novel,12,0:23:00,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",R - 17+ (violence & profanity),7.59,15076,1395,1961,39425,145
13663,To LOVE-Ru Darkness,TV,Manga,12,0:23:00,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']",R+ - Mild Nudity,7.68,113195,1169,417,208204,1731
14811,GJ-bu,TV,Light novel,12,0:23:00,"['Comedy', 'School', 'Slice of Life']",PG-13 - Teens 13 or older,7.42,53084,1963,803,119971,641
14833,Maoyuu Maou Yuusha,TV,Light novel,12,0:23:00,"['Adventure', 'Demons', 'Fantasy', 'Historical', 'Romance']",PG-13 - Teens 13 or older,7.42,118469,1972,328,250033,819
15085,Amnesia,TV,Visual novel,12,0:23:00,"['Harem', 'Mystery', 'Romance', 'Fantasy', 'Josei']",PG-13 - Teens 13 or older,6.31,90659,6577,494,184098,944
15109,Cuticle Tantei Inaba,TV,Manga,12,0:23:00,"['Action', 'Mystery', 'Comedy', 'Supernatural', 'Shounen']",PG-13 - Teens 13 or older,7.39,25152,2090,1332,69197,343
15379,Kotoura-san,TV,4-koma manga,12,0:23:00,"['Comedy', 'Drama', 'Romance', 'School']",PG-13 - Teens 13 or older,7.35,102070,2272,463,194069,848
15583,Date A Live,TV,Light novel,12,0:23:00,"['Comedy', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']",R - 17+ (violence & profanity),7.44,274562,1864,103,485058,7398
15883,Fantasista Doll,TV,Original,12,0:23:00,"['Sci-Fi', 'Magic', 'Fantasy']",PG-13 - Teens 13 or older,6.21,7876,6989,2761,22014,17
15911,Yuyushiki,TV,4-koma manga,12,0:23:00,"['Comedy', 'School', 'Seinen', 'Slice of Life']",PG-13 - Teens 13 or older,7.43,27600,1945,1293,71225,503
16009,Kamisama no Inai Nichiyoubi,TV,Light novel,12,0:23:00,"['Fantasy', 'Mystery']",R - 17+ (violence & profanity),7.45,68948,1840,582,161179,827
16211,Bakumatsu Gijinden Roman,TV,Other,12,0:23:00,"['Historical', 'Fantasy']",PG-13 - Teens 13 or older,6.17,3317,7141,4157,8942,1
16385,Dog Days'',TV,Original,12,0:23:00,"['Action', 'Adventure', 'Magic', 'Fantasy']",PG-13 - Teens 13 or older,7.11,21713,3233,1675,49946,78
16417,Tamako Market,TV,Original,12,0:23:00,"['Slice of Life', 'Comedy']",PG-13 - Teens 13 or older,7.38,81277,2167,462,194473,801
17247,Machine-Doll wa Kizutsukanai,TV,Light novel,12,0:23:00,"['Action', 'Ecchi', 'Fantasy', 'School']",R+ - Mild Nudity,7.3,101234,2475,431,204147,602
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",TV,Manga,12,0:23:00,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural']",R+ - Mild Nudity,6.39,50047,6256,920,107934,131
17827,Daitoshokan no Hitsujikai,TV,Visual novel,12,0:23:00,"['Harem', 'Romance', 'School']",PG-13 - Teens 13 or older,7.04,32148,3507,1218,76472,140
17919,Houkago no Pleiades (TV),TV,Original,12,0:23:00,"['Magic', 'Space']",PG-13 - Teens 13 or older,6.78,8643,4510,2487,26408,87
18001,Freezing Vibration,TV,Manga,12,0:23:00,"['Action', 'Military', 'Sci-Fi', 'Harem', 'Drama', 'Romance', 'Ecchi', 'Martial Arts', 'Seinen']",R+ - Mild Nudity,6.99,58951,3698,875,111636,186
18229,Gatchaman Crowds,TV,Original,12,0:23:00,"['Sci-Fi', 'Adventure']",PG-13 - Teens 13 or older,7.4,53309,2050,676,141085,1167
18495,Kitakubu Katsudou Kiroku,TV,Manga,12,0:23:00,"['Comedy', 'School', 'Slice of Life']",PG-13 - Teens 13 or older,6.82,12123,4327,2035,37349,92
19151,Walkure Romanze,TV,Visual novel,12,0:23:00,"['Action', 'Ecchi', 'Romance', 'Harem', 'School', 'Sports']",R+ - Mild Nudity,6.51,33322,5765,1117,83375,104
19257,Meganebu!,TV,Other,12,0:23:00,"['Comedy', 'School', 'Slice of Life']",PG-13 - Teens 13 or older,6.36,7132,6376,2517,25763,61
19429,Akuma no Riddle,TV,Manga,12,0:23:00,"['Action', 'School', 'Shoujo Ai']",R - 17+ (violence & profanity),6.76,86170,4595,509,180120,892
19815,No Game No Life,TV,Light novel,12,0:23:00,"['Game', 'Adventure', 'Comedy', 'Supernatural', 'Ecchi', 'Fantasy']",PG-13 - Teens 13 or older,8.38,699945,188,9,1098928,35211
20541,Mikakunin de Shinkoukei,TV,4-koma manga,12,0:23:00,"['Slice of Life', 'Comedy', 'Romance', 'School']",PG-13 - Teens 13 or older,7.53,102344,1581,410,211414,828
20555,SoniAni: Super Sonico The Animation,TV,Other,12,0:23:00,"['Music', 'Slice of Life']",PG-13 - Teens 13 or older,6.19,19928,7087,1488,59358,151
20709,Sabage-bu!,TV,Manga,12,0:23:00,"['Action', 'Military', 'Comedy', 'Shoujo']",PG-13 - Teens 13 or older,7.44,38140,1882,956,101320,436
20971,Kiniro no Corda: Blue♪Sky,TV,Visual novel,12,0:23:00,"['Harem', 'Music', 'School', 'Shoujo']",PG-13 - Teens 13 or older,6.5,7177,5784,2897,19829,40
21039,Gatchaman Crowds Insight,TV,Original,12,0:23:00,"['Adventure', 'Sci-Fi']",PG-13 - Teens 13 or older,7.38,19740,2145,1569,54952,164
21085,Witch Craft Works,TV,Manga,12,0:23:00,"['Action', 'Fantasy', 'Magic', 'Seinen', 'Supernatural']",PG-13 - Teens 13 or older,7.19,79723,2923,579,161503,422
21273,Gochuumon wa Usagi Desu ka?,TV,4-koma manga,12,0:23:00,"['Slice of Life', 'Comedy']",PG-13 - Teens 13 or older,7.59,52287,1393,699,136620,1543
21327,Isshuukan Friends.,TV,4-koma manga,12,0:23:00,"['Slice of Life', 'Comedy', 'School', 'Shounen']",PG-13 - Teens 13 or older,7.64,97461,1257,443,199915,1021
21507,Soul Eater NOT!,TV,Manga,12,0:23:00,"['Action', 'Comedy', 'Ecchi', 'Shounen', 'Supernatural']",PG-13 - Teens 13 or older,6.19,60205,7088,749,128635,185
21563,Kamigami no Asobi,TV,Visual novel,12,0:23:00,"['Fantasy', 'Harem', 'Romance', 'Shoujo', 'Supernatural']",PG-13 - Teens 13 or older,7.28,38676,2544,1068,88490,653
21603,Mekakucity Actors,TV,Music,12,0:23:00,"['Sci-Fi', 'Comedy', 'Super Power', 'Supernatural', 'Romance']",PG-13 - Teens 13 or older,7.18,135327,2952,274,291194,3198
21743,Donten ni Warau,TV,Manga,12,0:23:00,"['Action', 'Historical', 'Shoujo', 'Supernatural']",PG-13 - Teens 13 or older,7.59,30933,1390,1157,80666,586
21845,Ushinawareta Mirai wo Motomete,TV,Visual novel,12,0:23:00,"['Sci-Fi', 'Drama', 'Romance', 'School']",PG-13 - Teens 13 or older,6.83,22765,4309,1408,64697,133
21995,Ao Haru Ride,TV,Manga,12,0:23:00,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",PG-13 - Teens 13 or older,7.81,204024,871,172,373077,5105
22729,Aldnoah.Zero,TV,Original,12,0:23:00,"['Action', 'Military', 'Sci-Fi', 'Mecha']",R - 17+ (violence & profanity),7.55,197351,1506,196,349240,3612
22865,Rokujouma no Shinryakusha!?,TV,Light novel,12,0:23:00,"['Comedy', 'Harem', 'School', 'Supernatural']",PG-13 - Teens 13 or older,7.28,55635,2551,838,116017,317
22877,Seireitsukai no Blade Dance,TV,Light novel,12,0:23:00,"['Action', 'Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy', 'School']",PG-13 - Teens 13 or older,7.06,105669,3449,427,205864,801
23037,Bakumatsu Rock,TV,Game,12,0:23:00,"['Action', 'Music', 'Comedy', 'Historical', 'Shoujo']",PG-13 - Teens 13 or older,6.12,7402,7328,2716,22612,47
23233,Shinmai Maou no Testament,TV,Light novel,12,0:23:00,"['Action', 'Ecchi', 'Fantasy', 'Romance', 'Harem', 'Demons']",R+ - Mild Nudity,7.04,165884,3527,243,312244,1166
23269,Hello!! Kiniro Mosaic,TV,4-koma manga,12,0:23:00,"['Slice of Life', 'Comedy', 'School', 'Seinen']",PG-13 - Teens 13 or older,7.59,23576,1396,1660,50757,218
23277,Saenai Heroine no Sodatekata,TV,Light novel,12,0:23:00,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",PG-13 - Teens 13 or older,7.64,142555,1271,266,295817,2267
23623,Non Non Biyori Repeat,TV,Manga,12,0:23:00,"['Comedy', 'School', 'Seinen', 'Slice of Life']",PG-13 - Teens 13 or older,8.22,50519,307,944,103334,905
24031,Denki-gai no Honya-san,TV,Manga,12,0:23:00,"['Comedy', 'Seinen', 'Slice of Life']",PG-13 - Teens 13 or older,7.26,36813,2613,1075,87831,228
